no,username,handle,created_date,tweet_text,likes
1765,KSHITIZ KUMAR,@KSHITIZ58663159,2024-03-07T19:06:09.000Z,ýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýý ýýýýýýýýýýýýýýýýýýýýýýýý ýýýýýýýýýýýý ýýýýýýýýýýýý ýýýýýýýýýýýý ýýýýýýýýýýýýýýýýýý ýýýýýýýýýýýý ýýýýýýýýýýýý ýýýýýýýýýýýý ýýýýýýýýýýýý ýýýýýýýýýýýýýýýýýýýýýýýýýýýýýý ýýýýýýýýýýýýýýýýýýýýýýýý ýýýýýýýýýýýýýýýýýýýýýýýýýýýýýý ýýýýýýýýýýýý ýýýýýýýýýýýýýýýýýýýýýýýýýýýýýý ýýýýýýýýýýýý ýýýýýýýýýýýýýýýýýýýýýýýýýýýýýý ýýýýýýýýýýýý ýýýýýýýýýýýýýýýýýýýýýýýý ýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýý ýýýýýýýýýýýýýýýýýýýýýýýý ýýýýýýýýýýýýýýýýýýýýýýýý ýýýýýýýýýýýýýýýýýýýýýýýý ýýýýýýýýýýýý ýýýýýýýýýýýý ýýýýýýýýýýýýýýýýýý ýýýýýýýýýýýýýýýýýý ýýýýýýýýýýýýýýýýýýýýýýýýýýýýýý ýýýýýýýýýýýý ýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýý ýýýýýýýýýýýýýýýýýýýýýýýýýýýýýý ýýýýýýýýýýýý ýýýýýýýýýýýýýýýýýýýýýýýý ýýýýýýýýýýýý ýýýýýýýýýýýý ýýýýýýýýýýýýýýýýýýýýýýýý #GodiMedia #Aajtak #Congress #MSP #FarmersProtest2024,
1766,ýýýýýýýýýýýýýýýýýýýý,@Bckbncher,2024-03-08T09:26:55.000Z,ýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýý ýýýýýýýýýýýýýýýýýýýýýýýý #FarmersProtest2024 #JusticeForSidhuMoosewala @jdhillonA @turja_tu @Akaur_07 @khushdil_jatt @amanveer_sandhu @sandhumannu0476 @Harpree62510923 @adityachopra34 @Randeep44009128 @MandeepKaurKhi1 @Akanksh76061458 @Gurwind45589679 @Ak47gill,10
1767,"Narendra Rajgopalak, PSMï",@narendrajee,2024-03-08T00:39:20.000Z,Unlock the door to programming for FREE today! Begin your programming journey effortlessly with our bite-sized programming tutorial and consider diving deeper with our premium course. Build a foundation for countless career paths and industry opportunities!,41
1768,RanglaPunjab,@RanglaPunj57485,2024-03-08T13:53:17.000Z,"""Government and the court should know that women and children always have had equal participation along with men in the peaceful movements for farmers, very much as on farming fields"", Women farmer leaders at a presser today. #InternationalWomensDay #FarmersProtest2024",3
1769,Sukhvinder Singh,@Sukhvin26522535,2024-03-07T16:06:53.000Z,#FarmersProtest2024,
1770,Alexander von Witzleben,@AlexWitzleben,2024-03-07T11:15:52.000Z,#Ad Gear Classic Water Resistant Anti Theft Laptop Bag Get up to 60% off on this bag Linkhttps://bit.ly/3uxawas?twclid=25edm5uxu9nicojwo6ygidg8ra,52
1771,AMIS,@AMISoutlook,2024-03-07T10:01:31.000Z,Day 45 Nifty Rules broken - No #nifty #banknifty #midcpnifty #finnifty #sensex #optionbuying #OptionsTrading #selling #maxprofit #ATH #FarmersProtest2024 #SidhuMooseWala,
1772,welcome _2 _ raja world,@Rajadharanipsp1,2024-03-07T08:54:40.000Z,ýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýý ýýýýýýýýýýýýýýýýýýýýýýýý ýýýýýýýýýýýý #ýýýýýýýýýýýýýýýýýýýýýýýý ýýýýýýýýýýýý ýýýýýýýýýýýý ýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýý ýýýýýýýýýýýý ýýýýýýýýýýýýýýýýýýýýýýýý? ýýýýýýýýýýýýýýýýýý ýýýýýýýýýýýý ýýýýýýýýýýýýýýýýýýýýýýýýýýýýýý ýýýýýýýýýýýý #ýýýýýýýýýýýýýýýýýýýýýýýý ýýýýýýýýýýýý ýýýýýýýýýýýý ýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýý ýýýýýýýýýýýý ýýýýýýýýýýýýýýýýýýýýýýýý? ýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýý ýýýýýýýýýýýý ýýýýýýýýýýýýýýýýýý ýýýýýýýýýýýý #ýýýýýýýýýýýýýýýýýýýýýýýý ýýýýýýýýýýýý ýýýýýýýýýýýý ýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýý ýýýýýýýýýýýý ýýýýýýýýýýýýýýýýýýýýýýýý? ýýýýýýýýýýýýýýýýýý ýýýýýýýýýýýý ýýýýýýýýýýýýýýýýýýýýýýýý ýýýýýýýýýýýýýýýýýý ýýýýýýýýýýýý #ýýýýýýýýýýýýýýýýýýýýýýýý ýýýýýýýýýýýý ýýýýýýýýýýýý ýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýý ýýýýýýýýýýýý ýýýýýýýýýýýýýýýýýýýýýýýý? ýýýýýýýýýýýý ýýýýýýýýýýýýýýýýýý ýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýý ýýýýýýýýýýýý #ModiKaParivar ýýýýýýýýýýýýýýýýýýýýýýýýýýýýýý ýýýýýýýýýýýý...? #FarmersProtest2024 #ýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýý_ýýýýýýýýýýýýýýýýýýýýýýýý,1
1773,Farmers_Protest 2.0,@FarmersProtest_,2024-03-08T02:52:25.000Z,punjabi ^hariyanvi #FarmersProtest2024,117
1774,Tony Hrvoic,@TonyHrvoic,2024-03-08T11:50:05.000Z,First they say No to capital city Then they say No to bringing tractors & then No to taking buses/trains & now No to even walking This is how indian gov along with Haryana states @mlkhattar are torturing Farmers #FarmersProtest2024 #ï¿,7
1775,Common Wealth,@joincommonwlth,2024-03-08T07:39:16.000Z,"ýýýýýýýýýýýýýýýýýýýýýýýýýýýýýý ýýýýýýýýýýýý ýýýýýýýýýýýý ýýýýýýýýýýýýýýýýýý ýýýýýýýýýýýýýýýýýý ,ýýýýýýýýýýýýýýýýýýýýýýýý ýýýýýýýýýýýýýýýýýýýýýýýý ýýýýýýýýýýýýýýýýýý ýýýýýý ýýýýýýýýýýýýýýýýýýýýýýýý ýýýýýýýýýýýýýýýýýýýýýýýý ýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýý, ýýýýýýýýýýýýýýýýýýýýýýýý ýýýýýýýýýýýýýýýýýýýýýýýý ýýýýýýýýýýýýýýýýýý ýýýýýý #FarmersProtest2024",61
1776,Ganga Prasad,@gangapatel30,2024-03-07T19:06:09.000Z,ýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýý ýýýýýýýýýýýýýýýýýýýýýýýý ýýýýýýýýýýýý ýýýýýýýýýýýý ýýýýýýýýýýýý ýýýýýýýýýýýýýýýýýý ýýýýýýýýýýýý ýýýýýýýýýýýý ýýýýýýýýýýýý ýýýýýýýýýýýý ýýýýýýýýýýýýýýýýýýýýýýýýýýýýýý ýýýýýýýýýýýýýýýýýýýýýýýý ýýýýýýýýýýýýýýýýýýýýýýýýýýýýýý ýýýýýýýýýýýý ýýýýýýýýýýýýýýýýýýýýýýýýýýýýýý ýýýýýýýýýýýý ýýýýýýýýýýýýýýýýýýýýýýýýýýýýýý ýýýýýýýýýýýý ýýýýýýýýýýýýýýýýýýýýýýýý ýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýý ýýýýýýýýýýýýýýýýýýýýýýýý ýýýýýýýýýýýýýýýýýýýýýýýý ýýýýýýýýýýýýýýýýýýýýýýýý ýýýýýýýýýýýý ýýýýýýýýýýýý ýýýýýýýýýýýýýýýýýý ýýýýýýýýýýýýýýýýýý ýýýýýýýýýýýýýýýýýýýýýýýýýýýýýý ýýýýýýýýýýýý ýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýý ýýýýýýýýýýýýýýýýýýýýýýýýýýýýýý ýýýýýýýýýýýý ýýýýýýýýýýýýýýýýýýýýýýýý ýýýýýýýýýýýý ýýýýýýýýýýýý ýýýýýýýýýýýýýýýýýýýýýýýý #GodiMedia #Aajtak #Congress #MSP #FarmersProtest2024,
1777,jokru,@jokru01,2024-03-08T03:30:00.000Z,ýýýýýýRun-for-Ramýýýýýý half marathon in Ayodhya on March 10 . . #RunForRam #AyodhyaDham #AyodhyaRamTemple #RamMandirAyodhya #FarmersProtest2024 #Prabhas #ManishaRani #viralvideo #TrainAccident #INDvENG,
1778,Vikash Khokhar,@VikashK23838908,2024-03-08T05:12:35.000Z,ýýýýýýýýýýýýýýýýýýýýýýýý ýýýýýýýýýýýýýýýýýýýýýýýýýýýýýý ýýýýýýýýýýýý ýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýý SBI ýýýýýýýýýýýýýýýýýýýýýýýýýýýýýý ýýýýýýýýýýýýýýýýýý ýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýý #ElectoralBonds #BanEVM_Save_India #FarmersProtest2024,
1779,Kisan It Cell,@Kisan_ItCell,2024-03-08T12:30:00.000Z,"ýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýý ýýýýýýýýýýýýýýýýýýýýýýýýýýýýýý ýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýý ýýýýýýýýýýýýýýýýýýýýýýýý ýýýýýýýýýýýý ýýýýýýýýýýýýýýýýýýýýýýýý ýýýýýýýýýýýýýýýýýýýýýýýýýýýýýý ýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýý ýýýýýýýýýýýýýýýýýýýýýýýý ýýýýýýýýýýýýýýýýýýýýýýýý ýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýý, ýýýýýýýýýýýýýýýýýý ýýýýýýýýýýýýýýýýýýýýýýýýýýýýýý ýýýýýýýýýýýýýýýýýýýýýýýýýýýýýý ýýýýýýýýýýýýýýýýýýýýýýýýýýýýýý ýýýýýýýýýýýýýýýýýýýýýýýý ýýýýýýýýýýýý ýýýýýýýýýýýýýýýýýýýýýýýýýýýýýý #FarmersProtest #FarmersProtest2024 #KisanAndolan #ShubhKaranSingh #Shubhkaran #KhanauriBorder #HaryanaPolice #Punjab",
1780,Dr syeda sadaf,@DSadaf2464,2024-03-07T11:17:28.000Z,ýýýýýýýýýýýýýýýýýýýýýýýýýýýýýý ýýýýýýýýýýýýýýýýýý ýýýýýýýýýýýýýýýýýýýýýýýýýýýýýý ýýýýýýýýýýýý ýýýýýýýýýýýý ýýýýýýýýýýýýýýýýýý ýýýýýýýýýýýýýýýýýýýýýýýýýýýýýý ýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýý ýýýýýýýýýýýýýýýýýý ýýýýýýýýýýýýýýýýýýýýýýýýýýýýýý ýýýýýýýýýýýý ýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýý ýýýýýýýýýýýý ýýýýýýýýýýýýýýýýýý ýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýý ýýýýýýýýýýýýýýýýýý ýýýýýýýýýýýý; ýýýýýýýýýýýýýýýýýý ýýýýýýýýýýýýýýýýýý ýýýýýýýýýýýýýýýýýýýýýýýýýýýýýý ýýýýýýýýýýýý ýýýýýýýýýýýý ýýýýýýýýýýýýýýýýýý ýýýýýýýýýýýýýýýýýýýýýýýý ýýýýýýýýýýýýýýýýýý ýýýýýýýýýýýý ýýýýýýýýýýýý ýýýýýýýýýýýýýýýýýý ýýýýýýýýýýýý ýýýýýýýýýýýýýýýýýýýýýýýý ýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýý ýýýýýýýýýýýýýýýýýý ýýýýýýýýýýýýýýýýýýýýýýýýýýýýýý ýýýýýýýýýýýý ýýýýýýýýýýýýýýýýýýýýýýýýýýýýýý ýýýýýýýýýýýý ýýýýýýýýýýýýýýýýýýýýýýýýýýýýýý ýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýý ýýýýýýýýýýýý ýýýýýýýýýýýýýýýýýý ýýýýýýýýýýýýýýýýýýýýýýýý ýýýýýýýýýýýýýýýýýýýýýýýýýýýýýý @Arvind_RSTV ýýýýýýýýýýýý ýýýýýýýýýýýýýýýýýý #FarmersProtest2024 #Punjab #Farmers,28
1781,Iconicspeaker,@Iconicspeakerss,2024-03-08T06:30:00.000Z,#FuelPriceUpdate:   ï,1
1782,Farmers_Protest 2.0,@FarmersProtest_,2024-03-08T06:50:10.000Z,"Rest in peace to Akira Toriyama, the creator of the Dragon Ball series #InternationalWomensDay #InternationalWomensDay2024 #FarmersProtest2024 #WomenEmpowerment #Mahashivratri2024 #",4
1783,ETVBharat Punjab,@ETVBharatPB,2024-03-08T12:54:53.000Z,Bilkul Sahi Bhai Ji #FarmersProtest #FarmersProtest2024,
1784,ýýýýýýýýýýýýýýýýýýýý,@Bckbncher,2024-03-07T19:13:54.000Z,I support farmers #FarmersProtest2024 #JusticeForSidhuMoosewala @jdhillonA @turja_tu @Akaur_07 @khushdil_jatt @amanveer_sandhu @sandhumannu0476 @Harpree62510923 @adityachopra34 @Randeep44009128 @MandeepKaurKhi1 @Akanksh76061458 @Gurwind45589679 @Ak47gill,18
1785,Unfiltered And Uncensored Truths By PTLB,@PTLBTruths,2024-03-07T14:16:11.000Z,Good Night #GoodnightEveryone #GoodNightAll #GoodNightFriends #BharatJodoNyayYatra #EVMs #ByeByeModi #10saalAnyayKaal #YaadHaiNa #FarmersProtest2024 #KisanoKoNyayDo #JeetegaINDIA,1
1786,Credit Savvy,@Credit_Savvy,2024-03-07T14:16:11.000Z,Good Night #GoodnightEveryone #GoodNightAll #GoodNightFriends #BharatJodoNyayYatra #EVMs #ByeByeModi #10saalAnyayKaal #YaadHaiNa #FarmersProtest2024 #KisanoKoNyayDo #JeetegaINDIA,1
1787,Major Singh #FarmersProtests02,@MajorSi55323658,2024-03-08T10:06:09.000Z,No Farmers No Food #FarmersProtest2024 #MSP_ï,2
1788,Sumit Saharan,@saharanss1,2024-03-08T13:27:55.000Z,Bahut Khuub #FarmersProtest #FarmersProtest2024,
1789,ýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýý ýýýýýýýýýýýýýýýýýýýýýýýýýýýýýý,@PremaramSiyag6,2024-03-08T06:02:51.000Z,"ýýýýýýýýýýýýýýýýýý ýýýýýýýýýýýý ýýýýýýýýýýýýýýýýýýýýýýýýýýýýýý ýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýý ýýýýýýýýýýýý ýýýýýýýýýýýýýýýýýýýýýýýýýýýýýý ýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýý ýýýýýýýýýýýý ýýýýýýýýýýýýýýýýýýýýýýýý ýýýýýýýýýýýýýýýýýýýýýýýý ýýýýýýýýýýýý,ýýýýýýýýýýýýýýýýýý ýýýýýýýýýýýý ýýýýýýýýýýýýýýýýýýýýýýýý ýýýýýýýýýýýý ýýýýýýýýýýýýýýýýýý ýýýýýýýýýýýý ýýýýýýýýýýýýýýýýýýýýýýýý ýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýý ýýýýýýýýýýýý 45 ýýýýýýýýýýýýýýýýýý ýýýýýýýýýýýýýýýýýýýýýýýýýýýýýý ýýýýýýýýýýýýýýýýýýýýýýýýýýýýýý ýýýýýýýýýýýýýýýýýýýýýýýý, ýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýý ýýýýýýýýýýýý 16 ýýýýýýýýýýýýýýýýýý ýýýýýýýýýýýýýýýýýýýýýýýýýýýýýý ýýýýýýýýýýýýýýýýýý ýýýýýýýýýýýýýýýýýýýýýýýýýýýýýý @PushpendraKisan @apnarajeevnigam @RakeshTikaitBKU #MSP_ýýýýýýýýýýýýýýýýýýýýýýýýýýýýýý_ýýýýýýýýýýýý_ýýýýýýýýýýýý_ýýýýýýýýýýýý #FarmersProtest2024",98
1790,Journalist Rajeev Rathi,@RajivRathi999,2024-03-07T08:53:25.000Z,ýýýýýýýýýýýýýýýýýý ýýýýýýýýýýýý ýýýýýýýýýýýý ýýýýýýýýýýýý ýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýý #ýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýý ýýýýýýýýýýýý ýýýýýýýýýýýýýýýýýýýýýýýý ýýýýýýýýýýýýýýýýýýýýýýýý ýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýý ýýýýýýýýýýýý ýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýý ýýýýýýýýýýýý ýýýýýýýýýýýýýýýýýýýýýýýý ýýýýýýýýýýýýýýýýýý ýýýýýýýýýýýýýýýýýýýýýýýýýýýýýý ýýýýýýýýýýýý ýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýý ýýýýýýýýýýýýýýýýýýýýýýýý ýýýýýýýýýýýý ýýýýýýýýýýýýýýýýýýýýýýýý ýýýýýýýýýýýýýýýýýý #FarmersProtest2024 #ShubmanGill #INDvsENG #WhyModi #JaspritBumrah,571
1791,Alexander von Witzleben,@AlexWitzleben,2024-03-07T11:17:28.000Z,ýýýýýýýýýýýýýýýýýýýýýýýýýýýýýý ýýýýýýýýýýýýýýýýýý ýýýýýýýýýýýýýýýýýýýýýýýýýýýýýý ýýýýýýýýýýýý ýýýýýýýýýýýý ýýýýýýýýýýýýýýýýýý ýýýýýýýýýýýýýýýýýýýýýýýýýýýýýý ýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýý ýýýýýýýýýýýýýýýýýý ýýýýýýýýýýýýýýýýýýýýýýýýýýýýýý ýýýýýýýýýýýý ýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýý ýýýýýýýýýýýý ýýýýýýýýýýýýýýýýýý ýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýý ýýýýýýýýýýýýýýýýýý ýýýýýýýýýýýý; ýýýýýýýýýýýýýýýýýý ýýýýýýýýýýýýýýýýýý ýýýýýýýýýýýýýýýýýýýýýýýýýýýýýý ýýýýýýýýýýýý ýýýýýýýýýýýý ýýýýýýýýýýýýýýýýýý ýýýýýýýýýýýýýýýýýýýýýýýý ýýýýýýýýýýýýýýýýýý ýýýýýýýýýýýý ýýýýýýýýýýýý ýýýýýýýýýýýýýýýýýý ýýýýýýýýýýýý ýýýýýýýýýýýýýýýýýýýýýýýý ýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýý ýýýýýýýýýýýýýýýýýý ýýýýýýýýýýýýýýýýýýýýýýýýýýýýýý ýýýýýýýýýýýý ýýýýýýýýýýýýýýýýýýýýýýýýýýýýýý ýýýýýýýýýýýý ýýýýýýýýýýýýýýýýýýýýýýýýýýýýýý ýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýý ýýýýýýýýýýýý ýýýýýýýýýýýýýýýýýý ýýýýýýýýýýýýýýýýýýýýýýýý ýýýýýýýýýýýýýýýýýýýýýýýýýýýýýý @Arvind_RSTV ýýýýýýýýýýýý ýýýýýýýýýýýýýýýýýý #FarmersProtest2024 #Punjab #Farmers,28
1792,Villager Singh,@Villagerz_Singh,2024-03-07T10:55:49.000Z,Modi Ka Parivar or Modi Ka Asli Parivar dekhiye poori list Hai #FarmersProtest2024 #FarmersProtest,43
1793,Unison Deals Point,@zuzuri26,2024-03-07T13:12:49.000Z,"Red Tape Sneaker Casual Shoes for Men | Soft Cushion Insole, Slip-Resistance, Dynamic Feet Support & Arch Support M.R.P.: 5,399 Offer Price: 1,079 C",24
1794,World Gold Council,@GOLDCOUNCIL,2024-03-08T07:32:33.000Z,#UsmiechnietaPolskaTuska #FarmersProtest2024 #ZOMOTuska #zomo #milicja,
1795,Unison Deals Point,@zuzuri26,2024-03-07T11:00:44.000Z,@beemji annae kaala padathula neenga kaala va ivarathaan potu irukanum...thappu panitiyae na #ï¿,
1796,Adv. Avtaar S Turka / ï¿,@AvtaarTurka,2024-03-08T02:52:25.000Z,punjabi ^hariyanvi #FarmersProtest2024,117
1797,Krishna kajle,@KajleNew,2024-03-07T16:06:53.000Z,#FarmersProtest2024,
1798,ýýýýýýýýýýýýýýýýýýýýýýýýýýýýýý ýýýýýýýýýýýýýýýýýýýýýýýý,@JaskaranbrarX,2024-03-07T13:30:00.000Z,#Samsung launches new smartphone with 6000mAh battery in India . . #SamsungUnpacked #GalaxyF15giveaway #GalaxyF15 #FarmersProtest2024 #Prabhas #ManishaRani #viralvideo #TrainAccident #INDvENG,
1799,Premium,@premium,2024-03-08T13:53:17.000Z,"""Government and the court should know that women and children always have had equal participation along with men in the peaceful movements for farmers, very much as on farming fields"", Women farmer leaders at a presser today. #InternationalWomensDay #FarmersProtest2024",3
1800,ýýýýýýýýýýýýýýýýýýýýýýýýýýýýýý ýýýýýýýýýýýýýýýýýýýýýýýýýýýýýý ýýýýýýýýýýýýýýýý farmer,@kisanunofficial,2024-03-07T12:15:17.000Z,Farmers Protest: Punjab & Haryana HC Orders Judicial Probe into Youths Death https://bitly.ws/3feeP #FarmersProtest2024 #shubhkaransingh #Judicial #probe #Punjab #Haryana #,1
1801,Premium,@premium,2024-03-08T04:45:18.000Z,ýýýýýýýýýýýýýýýýýýýýýýýýýýýýýý-ýýýýýýýýýýýýýýýýýýýýýýýýýýýýýý ýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýý ýýýýýýýýýýýý ýýýýýýýýýýýýýýýýýýýýýýýýýýýýýý ýýýýýýýýýýýýýýýýýýýýýýýý ýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýý ýýýýýýýýýýýý ýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýý ýýýýýýýýýýýý ýýýýýýýýýýýý ýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýý ýýýýýýýýýýýýýýýýýýýýýýýýýýýýýý ýýýýýýýýýýýýýýýýýý ýýýýýýýýýýýýýýýýýý ýýýýýýýýýýýý ýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýý ýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýý ýýýýýýýýýýýýýýýýýýýýýýýýýýýýýý ýýýýýýýýýýýýýýýýýýýýýýýý ýýýýýýýýýýýýýýýýýý #FarmersProtest2024 #InternationalWomensDay2024,1
1802,Mohit Gahlot (ï,@_MohitGahlot_,2024-03-08T11:08:25.000Z,"Unlock a world of luxury travel with IDFC First premium benefits package! Enjoy up to 6 complimentary Premium Economy tickets & 1 Upgrade Voucher/year. Club Vistara Silver membership, airport lounges, golf lessons, and more . Apply Now https://tinyurl.com/2p89vh5s?twclid=25o5rik78ejcr4jjdxkrqmljky",1.2K
1803,PARSHOTAM SINGH SIDHU,@sidhuparshotam1,2024-03-08T09:26:55.000Z,ýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýý ýýýýýýýýýýýýýýýýýýýýýýýý #FarmersProtest2024 #JusticeForSidhuMoosewala @jdhillonA @turja_tu @Akaur_07 @khushdil_jatt @amanveer_sandhu @sandhumannu0476 @Harpree62510923 @adityachopra34 @Randeep44009128 @MandeepKaurKhi1 @Akanksh76061458 @Gurwind45589679 @Ak47gill,10
1804,_messenger_616,@_messenger_616,2024-03-08T11:08:25.000Z,"Unlock a world of luxury travel with IDFC First premium benefits package! Enjoy up to 6 complimentary Premium Economy tickets & 1 Upgrade Voucher/year. Club Vistara Silver membership, airport lounges, golf lessons, and more . Apply Now https://tinyurl.com/2p89vh5s?twclid=25o5rik78ejcr4jjdxkrqmljky",1.2K
1805,Tony Hrvoic,@TonyHrvoic,2024-03-08T11:45:56.000Z,This is the New India lead by PM of this country He is spreading hate to divide people which can be see here an officer assaulting Muslims while doing the prayers! GOI is spitting venom in people to distract them from New World Order dictatorship #FarmersProtest2024,4
1806,Meena,@mgrg7,2024-03-07T13:12:49.000Z,"Red Tape Sneaker Casual Shoes for Men | Soft Cushion Insole, Slip-Resistance, Dynamic Feet Support & Arch Support M.R.P.: 5,399 Offer Price: 1,079 C",24
1807,Iconicspeaker,@Iconicspeakerss,2024-03-07T19:13:54.000Z,I support farmers #FarmersProtest2024 #JusticeForSidhuMoosewala @jdhillonA @turja_tu @Akaur_07 @khushdil_jatt @amanveer_sandhu @sandhumannu0476 @Harpree62510923 @adityachopra34 @Randeep44009128 @MandeepKaurKhi1 @Akanksh76061458 @Gurwind45589679 @Ak47gill,18
1808,Pradip Sonawane,@PradipGSonawane,2024-03-07T11:15:52.000Z,#Ad Gear Classic Water Resistant Anti Theft Laptop Bag Get up to 60% off on this bag Linkhttps://bit.ly/3uxawas?twclid=25edm5uxu9nicojwo6ygidg8ra,52
1809,Mohit Gahlot (ï,@_MohitGahlot_,2024-03-08T12:30:00.000Z,"ýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýý ýýýýýýýýýýýýýýýýýýýýýýýýýýýýýý ýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýý ýýýýýýýýýýýýýýýýýýýýýýýý ýýýýýýýýýýýý ýýýýýýýýýýýýýýýýýýýýýýýý ýýýýýýýýýýýýýýýýýýýýýýýýýýýýýý ýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýý ýýýýýýýýýýýýýýýýýýýýýýýý ýýýýýýýýýýýýýýýýýýýýýýýý ýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýý, ýýýýýýýýýýýýýýýýýý ýýýýýýýýýýýýýýýýýýýýýýýýýýýýýý ýýýýýýýýýýýýýýýýýýýýýýýýýýýýýý ýýýýýýýýýýýýýýýýýýýýýýýýýýýýýý ýýýýýýýýýýýýýýýýýýýýýýýý ýýýýýýýýýýýý ýýýýýýýýýýýýýýýýýýýýýýýýýýýýýý #FarmersProtest #FarmersProtest2024 #KisanAndolan #ShubhKaranSingh #Shubhkaran #KhanauriBorder #HaryanaPolice #Punjab",
1810,Bhaskar Live,@bhaskarlivein,2024-03-07T10:30:07.000Z,ýýýýýýýýýýýýýýýýýýýýýýýý ýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýý 2.O | farmers protest india 2024 | farmers protest | farmer protest | Live on YouTube:- http://youtu.be/9p6X9H5LeIM #farmerprotest #farmerprotests #farmersprotest #farmersprotestlive #farmersprotestnews #farmersprotestindia2024,
