no,username,handle,created_date,tweet_text,likes
1054,Voice of Europe,@V_of_Europe,2024-03-26T18:46:59.000Z,Due to Causeless #farmers protest Do you think The govt should do farming itself and supply the grains itself only ? #FarmersProtest #FarmersProtest2024,1.0
1055,Vivek Gujjar,@VivekGu35854690,2024-03-30T03:55:07.000Z,"#India #Poverty #Inequality #Agriculture #FarmerProtest #FarmersProtest MSP Guarantee Law Corrupt politician working for Adani, cronies, lobbyist, GMO firms, Bill Gates, share brokers, cricket betting mafia, defence import pimps, Hindi serial prostitutes",2.0
1056,JJ von Pepe,@JJvonPepe17,2024-03-30T16:29:31.000Z,#FarmersProtest #UK #Boeren British farmers had enough ! No Farmers? No Food ! No Future ! Is this the end of British Farming? Tractors storm Parliament.,1.0
1057,Sanjiv Ranjan Jha,@SanjivRanjanJh1,2024-04-06T06:42:58.000Z,Why not an FIR on those who blocked the road Hmm RIP #Punjab #Farmersprotest #LokSabhaElections2024,
1058,Vote For Ekam Sanatan Bharat,@TIgerNS3,2024-03-26T18:47:08.000Z,Water cannon versus slurry cannon at #Bruxelles. A tense situation near the European Commission where hundreds of tractors are demonstrating as a Council of European Agriculture Ministers takes place today. #AgriculteursEnColère #Agriculteurs #FarmersProtest @AnonymeCitoyen,4.0
1059,DeeP,@DeePra6,2024-04-05T20:52:54.000Z,Remember the tamasha that @KanganaTeam created on #KaranJohar show? Or the needless controversy she created with @diljitdosanjh over #FarmersProtest? You think that was an accident?! It was strategy! Pahle se soch ke nikli thi dono behne ki Chalo Chalo Panga karte hain!!,2.0
1060,Sikh Seeker,@TheSikhSeeker,2024-03-29T14:32:48.000Z,Exploring Impasse and Perspectives Amidst the Farmer-Government Standoff. https://reflections.live/articles/5572/stalemate-unbroken-analysis-of-the-governments-msp-offer-and-farmer-resistance-in-indias-ongoing-protests-article-by-klaimed-bruises-14841-luc5yx9v.html… #analysis #government #msp #farmersprotest #opinion #peoplesreflecions,
1061,Akashdeep Thind,@Akashdeepthind_,2024-04-17T14:19:39.000Z,#FarmersProtest Poll Now,
1062,FazaL,@real_fazal,2024-03-30T16:29:31.000Z,#FarmersProtest #UK #Boeren British farmers had enough ! No Farmers? No Food ! No Future ! Is this the end of British Farming? Tractors storm Parliament.,1.0
1063,NeverNUThat,@Never_NU_That,2024-03-25T19:55:17.000Z,Farmers Protest outside parliament in London #farmersprotest,5.0
1064,World News,@ferozwala,2024-04-19T06:44:23.000Z,Too much philanthrophy? like #TooMuchDemocracy ? mebbe...?? #justSaying #farmersProtest #KisanAndolan,
1065,A Singh,@Singh_5aab,2024-04-05T20:52:54.000Z,Remember the tamasha that @KanganaTeam created on #KaranJohar show? Or the needless controversy she created with @diljitdosanjh over #FarmersProtest? You think that was an accident?! It was strategy! Pahle se soch ke nikli thi dono behne ki Chalo Chalo Panga karte hain!!,2.0
1066,Reals to Reality,@ReelsToReality,2024-04-16T08:24:12.000Z,Do you know about what is min daily waige of india? compare that... why #FreeRation need to supply towards 80 crore indians? why #Unemployment increased at worst level of history? why people saving is at lowest in bank as per #RBI data? why #FarmersProtest happened?,1.0
1067,Construction Zone,@dontworksmart,2024-03-27T20:20:00.000Z,Farmers on tractors block Brussels to protest against EU policies Follow: https://head-post.com/farmers-on-tractors-block-brussels-to-protest-against-eu-policies/… #BreakingNews #PoliticsLive #PoliticsNews #PoliticsToday #Europe #europenews #EuropeanUnion #Belgium #Brussels #FarmersProtest2024 #FarmersProtest #FarmerProtest2024 #Farmers,
1068,SophiaGeorge,@SophiaGeorgeNew,2024-04-19T08:12:54.000Z,FARMLAND TO BE USED FOR SOLAR PANELLING Agenda 2030 writ large #wef #Farming #FarmersProtest #energy #government,30.0
1069,kulrajan wadhwa,@KulrajanWadhwa,2024-03-30T03:55:07.000Z,"#India #Poverty #Inequality #Agriculture #FarmerProtest #FarmersProtest MSP Guarantee Law Corrupt politician working for Adani, cronies, lobbyist, GMO firms, Bill Gates, share brokers, cricket betting mafia, defence import pimps, Hindi serial prostitutes",2.0
1070,Sukhman Randhawa,@sukh_randhawa14,2024-03-26T06:08:04.000Z,Farmers deserve ALL our support - whether we are Remainers like me or Brexiteers. They are the guardians of our countryside and the supplier of our food. They were better off when we were in Europe and they'd be better off if we rejoined. It's as simple as that. #FarmersProtest,50.0
1071,*The_Happiest*,@plutotrainings1,2024-04-16T08:24:12.000Z,Do you know about what is min daily waige of india? compare that... why #FreeRation need to supply towards 80 crore indians? why #Unemployment increased at worst level of history? why people saving is at lowest in bank as per #RBI data? why #FarmersProtest happened?,1.0
1072,Hearts of Oak,@HeartsofOakUK,2024-03-25T19:50:00.000Z,You won't see those pair of c*nts Rishi or Kier doing this..#farmersprotest,17.0
1073,Attentive Media,@AttentiveCEE,2024-04-11T16:25:14.000Z,#FrenchFarmers protest in #Clairac #NouvelleAquitaine #France #AgriculteursFrançais #Francais #AgriculteursEnColère #Agriculteurs #FrançaisAgriculteurs #FarmersProtest #Agriculteur,2.0
1074,Remix News & Views,@RMXnews,2024-03-25T19:50:00.000Z,You won't see those pair of c*nts Rishi or Kier doing this..#farmersprotest,17.0
1075,The Indian Express,@IndianExpress,2024-04-15T09:07:41.000Z,Are we really able to feed 80 billion farm animals but not 8 billion humans? Humans consume 80 billion animals each year.. 70% of global farming is done to feed these animals. Remaining 30% to feed 8 billion humans #FarmersProtest @GoVeganWorld @Suzymarxist @JohnOberg,3.0
1076,Genius Bot X,@GeniusBotX,2024-03-25T19:50:00.000Z,You won't see those pair of c*nts Rishi or Kier doing this..#farmersprotest,17.0
1077,People's Reflections,@Reflectinglives,2024-03-29T14:32:48.000Z,Exploring Impasse and Perspectives Amidst the Farmer-Government Standoff. https://reflections.live/articles/5572/stalemate-unbroken-analysis-of-the-governments-msp-offer-and-farmer-resistance-in-indias-ongoing-protests-article-by-klaimed-bruises-14841-luc5yx9v.html… #analysis #government #msp #farmersprotest #opinion #peoplesreflecions,
1078,Emma Peel,@madelynrogers,2024-03-25T23:50:18.000Z,welcome to the Brexit #FarmersProtest,12.0
1079,Vichar Swadeshi,@Sv4599,2024-03-27T11:54:53.000Z,"New report outlining the good progress made so far under the EU's long-term rural vision, highlighting positive outcomes delivered since 2021 and presenting ideas for future work. It presents 30 actions across a range of policy areas https://ec.europa.eu/commission/presscorner/detail/en/ip_24_1727/smo… #FarmersProtest",
1080,Harpal Singh Sangha,@HarpalSSangha,2024-04-06T23:19:34.000Z,Please Support Our's innocent Farmer's #FarmersProtest2024 #FarmersProtest,155.0
1081,Kameshwaran(Vote4INDIA),@Kameshwaran79,2024-03-30T03:55:07.000Z,"#India #Poverty #Inequality #Agriculture #FarmerProtest #FarmersProtest MSP Guarantee Law Corrupt politician working for Adani, cronies, lobbyist, GMO firms, Bill Gates, share brokers, cricket betting mafia, defence import pimps, Hindi serial prostitutes",2.0
1082,Born Divine,@Sanattan24,2024-04-23T03:29:39.000Z,People say why #FarmersProtest #NoVoteToBJP #NoVoteForBJP,
1083,ਦੀਪ ਸੰਧੂ Deep K Sandhu,@Sandhu_Kdeep1,2024-04-11T05:21:41.000Z,It's time to stand by our farmers!! We owe to our land and our people... #Masle #ਮਸਲੇ #FarmersProtest @birsinghmusic,104.0
1084,Khushwant Singh,@Singhkhushwant,2024-04-21T16:07:42.000Z,Farmer protest at Shambhu: 73 trains cancelled on Ambala-Amritsar route #FarmersProtest,12.0
1085,Salina Reddy,@ReddySalina,2024-03-26T18:46:59.000Z,Due to Causeless #farmers protest Do you think The govt should do farming itself and supply the grains itself only ? #FarmersProtest #FarmersProtest2024,1.0
1086,I Love You SirJi,@ILoveYouSirJi,2024-04-19T06:44:23.000Z,Too much philanthrophy? like #TooMuchDemocracy ? mebbe...?? #justSaying #farmersProtest #KisanAndolan,
1087,Diane Question Everything!,@ConcernedOfUK,2024-03-25T16:52:05.000Z,Meanwhile in Ireland Irish farmers hold a 2 hour protest? #NoFarmersNoFood @Tavish_99 @IFAmedia @farmersjournal @JimFergusonUK @kenkin100 #FarmersProtest,14.0
1088,netzfrauen,@netzfrauen,2024-04-15T09:07:41.000Z,Are we really able to feed 80 billion farm animals but not 8 billion humans? Humans consume 80 billion animals each year.. 70% of global farming is done to feed these animals. Remaining 30% to feed 8 billion humans #FarmersProtest @GoVeganWorld @Suzymarxist @JohnOberg,3.0
1089,Construction Zone,@dontworksmart,2024-03-25T23:50:18.000Z,welcome to the Brexit #FarmersProtest,12.0
1090,DaveX,@rockgod1970,2024-03-29T14:32:48.000Z,Exploring Impasse and Perspectives Amidst the Farmer-Government Standoff. https://reflections.live/articles/5572/stalemate-unbroken-analysis-of-the-governments-msp-offer-and-farmer-resistance-in-indias-ongoing-protests-article-by-klaimed-bruises-14841-luc5yx9v.html… #analysis #government #msp #farmersprotest #opinion #peoplesreflecions,
1091,Rambler,@RamblerWrangler,2024-04-19T08:12:54.000Z,FARMLAND TO BE USED FOR SOLAR PANELLING Agenda 2030 writ large #wef #Farming #FarmersProtest #energy #government,30.0
1092,Bharath,@Bharath__4005,2024-03-31T09:38:17.000Z,Is punjab govt working hand in glove with BJP? @BhagwantMann govt has notified pvt godowns & silos of corporates like Adani as Mandi's purchase centers in 9 districts of Punjab. This is one of the 3 laws that led to #FarmersProtest in 2020.Punjab govt is facilitating corporates.,39.0
1093,Farming_Life,@Farming_Life_,2024-04-17T07:02:38.000Z,#FarmersProtest farmers disrupt rail traffic at #Shambhu border for release of three arrested farmers,32.0
1094,John M,@369Veritas,2024-04-02T16:36:23.000Z,"The Collectavists are trying to destroy liberal democracys around the world to create a one world top down government. All farmers,buisness owners and cytizens should sef costody #Bitcoin NOW. #Hardmoney #FarmersProtest #Freedom #Resist",
1095,Rizu Jamm,@RizuJamm,2024-04-05T15:05:46.000Z,"When PROTESTS become CRIME, #Democracy is in danger #Ladakh #Farmersprotest #TribalsOfHasdeo #ManipurViolence The grim reality of India is lack of spine & minority hatred which has affected the moral compass of India's consciousness",
1096,Gabriele M.,@Gabriele_M24,2024-03-28T19:22:48.000Z,French farmers have returned to the streets! Farmers block the Carrefour logistics platform in Nime. #FarmersProtest demonstrate against the Green Agreement in the EU.,26.0
1097,JEFFREY Jackson(),@Mr_Jeffreyjack,2024-03-27T07:17:46.000Z,"In Pictures: Angry farmers block Brussels to protest EU policies, cheap Ukraine imports - EU ministers hope to calm anger over foreign imports, red tape and strict environmental standards. #FarmersProtest #FarmerProtest2024 AP",12.0
1098,Clarity,@Clarity_BT,2024-04-23T15:10:41.000Z,"Around 200 farmers from Tamil Nadu have come to #JantarMantar to protest against the central government. The protestors came with Skulls, and bones of those farmers who had committed suicide in past years. #ModiHateSpeech #Elections2024 #FarmersProtest @FarmStudioz #Delhi",14.0
1099,The Wire,@thewire_in,2024-04-05T15:05:46.000Z,"When PROTESTS become CRIME, #Democracy is in danger #Ladakh #Farmersprotest #TribalsOfHasdeo #ManipurViolence The grim reality of India is lack of spine & minority hatred which has affected the moral compass of India's consciousness",
1100,Gurpreet Brar,@KISANGURPREET,2024-04-13T06:53:42.000Z,Must watch documentary for #Indian citizens. A well managed and impactful protest that compelled the government to concede to public demands. Protected the essence of our #Democracy. #FarmersProtest,1.0
1101,Living Soul,@BunnyTrollz,2024-03-31T09:38:17.000Z,Is punjab govt working hand in glove with BJP? @BhagwantMann govt has notified pvt godowns & silos of corporates like Adani as Mandi's purchase centers in 9 districts of Punjab. This is one of the 3 laws that led to #FarmersProtest in 2020.Punjab govt is facilitating corporates.,39.0
1102,The Telegraph,@ttindia,2024-03-30T03:55:07.000Z,"#India #Poverty #Inequality #Agriculture #FarmerProtest #FarmersProtest MSP Guarantee Law Corrupt politician working for Adani, cronies, lobbyist, GMO firms, Bill Gates, share brokers, cricket betting mafia, defence import pimps, Hindi serial prostitutes",2.0
1103,Sloane-Boekbinder,@SlBoekbinder,2024-03-27T19:06:23.000Z,Save Grow Dat Youth Farm @FarmtoSchool #NOLATwitter Join the movement https://actionnetwork.org/petitions/tell-city-park-save-grow-dat… #FarmersProtest #FarmersProtest2024 #farmerprotests2024 #Farmers,
1104,Frank,@MediaReportEire,2024-04-05T20:52:54.000Z,Remember the tamasha that @KanganaTeam created on #KaranJohar show? Or the needless controversy she created with @diljitdosanjh over #FarmersProtest? You think that was an accident?! It was strategy! Pahle se soch ke nikli thi dono behne ki Chalo Chalo Panga karte hain!!,2.0
1105,dontstageit,@dontstageit,2024-04-07T14:09:58.000Z,#farmersprotest let's hear it from the #farmers itself #India #Punjab #... https://youtu.be/NSfhSg543eM?si=b5Swcr3FmrEgcWjr… via @YouTube,
1106,Punjabi.Com,@WeArePunjabi,2024-04-03T06:42:59.000Z,"Since when have the Western Countries become so stupid? It's really unbelievable with all that's going on, started with #covide19 #lockdowns #mRNAcovidvaccine #safeandeffective #FarmersProtest #NetZero #co2scam #ClimateEmergency #ClimateScam Have I missed any?",
1107,The Workers Rights,@theworkersright,2024-04-02T16:36:23.000Z,"The Collectavists are trying to destroy liberal democracys around the world to create a one world top down government. All farmers,buisness owners and cytizens should sef costody #Bitcoin NOW. #Hardmoney #FarmersProtest #Freedom #Resist",
1108,DontbelieveBestrong,@DBestrong,2024-04-06T23:19:34.000Z,Please Support Our's innocent Farmer's #FarmersProtest2024 #FarmersProtest,155.0
1109,Roup,@RussianGuyXECO,2024-03-28T19:22:48.000Z,French farmers have returned to the streets! Farmers block the Carrefour logistics platform in Nime. #FarmersProtest demonstrate against the Green Agreement in the EU.,26.0
1110,Republic Kannada,@KannadaRepublic,2024-04-07T14:09:58.000Z,#farmersprotest let's hear it from the #farmers itself #India #Punjab #... https://youtu.be/NSfhSg543eM?si=b5Swcr3FmrEgcWjr… via @YouTube,
1111,Manish Singh,@ManishSingh207,2024-03-28T09:11:47.000Z,"#BrexitDisaster Artists, #musicians can't go on tour #FarmersProtest import of unsafe #Food Working families use #FoodBank #NHS waiting lists huge #schools crumble #sewagepollution in our waters #HumanRightsViolations by Govt No #RightToProtest #media creates hate & division",2.0
1112,Raman Sehgal رمن سہگل,@ramansehgal,2024-04-23T03:29:39.000Z,People say why #FarmersProtest #NoVoteToBJP #NoVoteForBJP,
1113,The Workers Rights,@theworkersright,2024-03-28T09:11:47.000Z,"#BrexitDisaster Artists, #musicians can't go on tour #FarmersProtest import of unsafe #Food Working families use #FoodBank #NHS waiting lists huge #schools crumble #sewagepollution in our waters #HumanRightsViolations by Govt No #RightToProtest #media creates hate & division",2.0
1114,SHIKHA,@Shikha__Rawat,2024-04-06T06:42:58.000Z,Why not an FIR on those who blocked the road Hmm RIP #Punjab #Farmersprotest #LokSabhaElections2024,
1115,RegalPolicyTrends,@akashraja_ar,2024-04-15T09:07:41.000Z,Are we really able to feed 80 billion farm animals but not 8 billion humans? Humans consume 80 billion animals each year.. 70% of global farming is done to feed these animals. Remaining 30% to feed 8 billion humans #FarmersProtest @GoVeganWorld @Suzymarxist @JohnOberg,3.0
1116,Gabriele M.,@Gabriele_M24,2024-04-05T20:52:54.000Z,Remember the tamasha that @KanganaTeam created on #KaranJohar show? Or the needless controversy she created with @diljitdosanjh over #FarmersProtest? You think that was an accident?! It was strategy! Pahle se soch ke nikli thi dono behne ki Chalo Chalo Panga karte hain!!,2.0
1117,I Love You SirJi,@ILoveYouSirJi,2024-04-19T08:12:54.000Z,FARMLAND TO BE USED FOR SOLAR PANELLING Agenda 2030 writ large #wef #Farming #FarmersProtest #energy #government,30.0
1118,Asclepius,@NaturalMessiah,2024-03-25T23:50:18.000Z,welcome to the Brexit #FarmersProtest,12.0
1119,Isaac Jacob,@Yacoubi,2024-03-25T16:52:05.000Z,Meanwhile in Ireland Irish farmers hold a 2 hour protest? #NoFarmersNoFood @Tavish_99 @IFAmedia @farmersjournal @JimFergusonUK @kenkin100 #FarmersProtest,14.0
1120,Just Asking ਕਿਸਾਨ (किसान),@Sahil_Paddy,2024-03-29T14:32:48.000Z,Exploring Impasse and Perspectives Amidst the Farmer-Government Standoff. https://reflections.live/articles/5572/stalemate-unbroken-analysis-of-the-governments-msp-offer-and-farmer-resistance-in-indias-ongoing-protests-article-by-klaimed-bruises-14841-luc5yx9v.html… #analysis #government #msp #farmersprotest #opinion #peoplesreflecions,
1121,Yet She Flies,@yetsheflies,2024-04-17T16:59:12.000Z,Poll Now #FarmersProtest,
1122,akinkunmi $PIXIZ,@akunmy_kunmy,2024-04-12T12:41:07.000Z,#FrenchFarmers protest in #Valence #AuvergneRhôneAlpes #France #AgriculteursFrançais #Francais #AgriculteursEnColère #Agriculteurs #FrançaisAgriculteurs #FarmersProtest #Agriculteur,3.0
1123,News18,@CNNnews18,2024-03-26T06:08:04.000Z,Farmers deserve ALL our support - whether we are Remainers like me or Brexiteers. They are the guardians of our countryside and the supplier of our food. They were better off when we were in Europe and they'd be better off if we rejoined. It's as simple as that. #FarmersProtest,50.0
1124,Harry Dhaliwal,@harpalsindhi900,2024-04-14T17:21:51.000Z,"""EUTopia or EUtopia? European farmers unite against policies that threaten their livelihood. Remember, without our farmers, we'd all be in a pickle - and not the delicious kind! #FarmersProtest",
1125,Md Kaif,@MdKaif427164,2024-04-16T08:24:12.000Z,Do you know about what is min daily waige of india? compare that... why #FreeRation need to supply towards 80 crore indians? why #Unemployment increased at worst level of history? why people saving is at lowest in bank as per #RBI data? why #FarmersProtest happened?,1.0
1126,Deshpande Shrinivas,@shriniht,2024-04-11T01:55:18.000Z,"Bravo more power to you!! @mandeeppunia1 for your constant courageous efforts in support #FarmersProtest HumanRights, freedom of press and #FreedomOfSpeech Keep Rocking!! #FarmerProtest2024",7.0
1127,dontstageit,@dontstageit,2024-04-10T08:06:01.000Z,Farmer Protest | farmers protest india 2024 | farmer protest | Live on YouTube:- http://youtu.be/9p6X9H5LeIM #farmerprotest #farmerprotests #farmersprotest #farmersprotestlive #farmersprotestnews #farmersprotestindia2024 #mrclassifer #classifer,
1128,சாவித்ரி,@Gayashaba,2024-04-10T08:06:01.000Z,Farmer Protest | farmers protest india 2024 | farmer protest | Live on YouTube:- http://youtu.be/9p6X9H5LeIM #farmerprotest #farmerprotests #farmersprotest #farmersprotestlive #farmersprotestnews #farmersprotestindia2024 #mrclassifer #classifer,
1129,Peter #MPsAreTheDisease,@peter777j,2024-03-27T19:06:23.000Z,Save Grow Dat Youth Farm @FarmtoSchool #NOLATwitter Join the movement https://actionnetwork.org/petitions/tell-city-park-save-grow-dat… #FarmersProtest #FarmersProtest2024 #farmerprotests2024 #Farmers,
1130,JAHIR KHAN,@islamjohirul781,2024-04-19T17:45:41.000Z,Inspired by #farmersprotest and the way #punjab Sikhs demonstrated principles of sikhi maryada TN party fields seven Tamil Sikhs in LS polls @x #justsaying @SherEPunjab600,10.0
1131,Vichar Swadeshi,@Sv4599,2024-04-23T03:29:39.000Z,People say why #FarmersProtest #NoVoteToBJP #NoVoteForBJP,
1132,𝕬𝖒𝖎𝖁𝖊𝖓𝖐𝖆𝖙𝖊𝖘𝖍 MNM Supporter,@KAMALinMNM,2024-03-31T09:38:17.000Z,Is punjab govt working hand in glove with BJP? @BhagwantMann govt has notified pvt godowns & silos of corporates like Adani as Mandi's purchase centers in 9 districts of Punjab. This is one of the 3 laws that led to #FarmersProtest in 2020.Punjab govt is facilitating corporates.,39.0
1133,Fighter_4_Humanity,@Fighter_4_Human,2024-04-07T14:09:58.000Z,#farmersprotest let's hear it from the #farmers itself #India #Punjab #... https://youtu.be/NSfhSg543eM?si=b5Swcr3FmrEgcWjr… via @YouTube,
1134,Mirror Now,@MirrorNow,2024-04-12T12:41:07.000Z,#FrenchFarmers protest in #Valence #AuvergneRhôneAlpes #France #AgriculteursFrançais #Francais #AgriculteursEnColère #Agriculteurs #FrançaisAgriculteurs #FarmersProtest #Agriculteur,3.0
1135,Tractor Times,@Tractor_Times,2024-04-23T15:10:41.000Z,"Around 200 farmers from Tamil Nadu have come to #JantarMantar to protest against the central government. The protestors came with Skulls, and bones of those farmers who had committed suicide in past years. #ModiHateSpeech #Elections2024 #FarmersProtest @FarmStudioz #Delhi",14.0
1136,Business Standard,@bsindia,2024-04-19T17:45:41.000Z,Inspired by #farmersprotest and the way #punjab Sikhs demonstrated principles of sikhi maryada TN party fields seven Tamil Sikhs in LS polls @x #justsaying @SherEPunjab600,10.0
1137,Avinash Khandelwal,@avinashk001,2024-03-30T16:29:31.000Z,#FarmersProtest #UK #Boeren British farmers had enough ! No Farmers? No Food ! No Future ! Is this the end of British Farming? Tractors storm Parliament.,1.0
1138,India Legal,@indialegalmedia,2024-04-01T12:40:02.000Z,SC refuses to stay HC order directing judicial inquiry into farmer's death during protest #FarmersProtest #SupremeCourt #ShubhkaranSingh #Punjab #Haryana #Shambhu,
1139,Pradip Kumar,@PradipK1804,2024-03-26T06:08:04.000Z,Farmers deserve ALL our support - whether we are Remainers like me or Brexiteers. They are the guardians of our countryside and the supplier of our food. They were better off when we were in Europe and they'd be better off if we rejoined. It's as simple as that. #FarmersProtest,50.0
1140,unknown_1140,@TEAM_CBN1,2024-04-16T07:51:55.000Z,"#ModiLies 's Interview with ANI was #Scripted and mockery of people's core issues. No queries on #inflation ,#Unemployment , #women 's safety, #FarmersProtest , laborers, education, or #ManipurViolence . #NoVoteToModi #FastestPhone #ModiInterview",
1141,ashokdanoda,@ashokdanoda,2024-03-26T06:08:04.000Z,Farmers deserve ALL our support - whether we are Remainers like me or Brexiteers. They are the guardians of our countryside and the supplier of our food. They were better off when we were in Europe and they'd be better off if we rejoined. It's as simple as that. #FarmersProtest,50.0
1142,World Times,@WorldTimesWT,2024-03-27T07:17:46.000Z,"In Pictures: Angry farmers block Brussels to protest EU policies, cheap Ukraine imports - EU ministers hope to calm anger over foreign imports, red tape and strict environmental standards. #FarmersProtest #FarmerProtest2024 AP",12.0
1143,SP,@SPSSM,2024-04-23T03:29:39.000Z,People say why #FarmersProtest #NoVoteToBJP #NoVoteForBJP,
1144,Rambler,@RamblerWrangler,2024-04-19T06:44:23.000Z,Too much philanthrophy? like #TooMuchDemocracy ? mebbe...?? #justSaying #farmersProtest #KisanAndolan,
1145,ਹਰਵਿੰਦਰ ਕੌਰ/Harvinder Kaur,@Harvind06739900,2024-04-11T05:21:41.000Z,It's time to stand by our farmers!! We owe to our land and our people... #Masle #ਮਸਲੇ #FarmersProtest @birsinghmusic,104.0
1146,Muhammad Sabir,@xabir325,2024-04-09T02:35:28.000Z,"Farmer Kaka Singh, from Tohana, HR attained martyrdom at Khanauri border after his health deteriorated, due to tear gas shelling earlier. Human cost of #FarmersProtest increased to 11. Modi Govt crony policies and torture taking farmers lives everyday. #FarmersProtest2024",18.0
1147,EU NEWS,@wtx_EU_news,2024-03-27T11:54:53.000Z,"New report outlining the good progress made so far under the EU's long-term rural vision, highlighting positive outcomes delivered since 2021 and presenting ideas for future work. It presents 30 actions across a range of policy areas https://ec.europa.eu/commission/presscorner/detail/en/ip_24_1727/smo… #FarmersProtest",
1148,World News,@ferozwala,2024-04-05T15:05:46.000Z,"When PROTESTS become CRIME, #Democracy is in danger #Ladakh #Farmersprotest #TribalsOfHasdeo #ManipurViolence The grim reality of India is lack of spine & minority hatred which has affected the moral compass of India's consciousness",
1149,𝐂𝐡𝐞 𝐆𝐮𝐞𝐯𝐚𝐫𝐚 ☭,@cheguwera,2024-03-25T23:50:18.000Z,welcome to the Brexit #FarmersProtest,12.0
1150,Gabriele M.,@Gabriele_M24,2024-04-02T16:36:23.000Z,"The Collectavists are trying to destroy liberal democracys around the world to create a one world top down government. All farmers,buisness owners and cytizens should sef costody #Bitcoin NOW. #Hardmoney #FarmersProtest #Freedom #Resist",
1151,Truth_Seeker2020,@Truth2020Seeker,2024-03-26T18:46:59.000Z,Due to Causeless #farmers protest Do you think The govt should do farming itself and supply the grains itself only ? #FarmersProtest #FarmersProtest2024,1.0
1152,cluebit,@cluebit,2024-04-14T17:21:51.000Z,"""EUTopia or EUtopia? European farmers unite against policies that threaten their livelihood. Remember, without our farmers, we'd all be in a pickle - and not the delicious kind! #FarmersProtest",
1153,The Workers Rights,@theworkersright,2024-04-09T02:35:28.000Z,"Farmer Kaka Singh, from Tohana, HR attained martyrdom at Khanauri border after his health deteriorated, due to tear gas shelling earlier. Human cost of #FarmersProtest increased to 11. Modi Govt crony policies and torture taking farmers lives everyday. #FarmersProtest2024",18.0
1154,Justus Tóth Römeth,@DarthSquig,2024-03-26T13:13:12.000Z,"#FarmersProtest New protests in #Belgium Farmers have arrived in #Brussels, where the EU agriculture ministers' meeting is taking place. Join 'Voice of Europe' on Telegram http://t.me/theVoiceOfEurope…",14.0
1155,Joanne Smith,@EnviroconJo,2024-03-27T19:06:23.000Z,Save Grow Dat Youth Farm @FarmtoSchool #NOLATwitter Join the movement https://actionnetwork.org/petitions/tell-city-park-save-grow-dat… #FarmersProtest #FarmersProtest2024 #farmerprotests2024 #Farmers,
1156,News9,@News9Tweets,2024-04-20T16:04:52.000Z,Spl only for u #FarmersProtest It's Indian Citizens,
1157,MADDISON ARBOL,@ArbolMaddi25304,2024-03-27T08:38:47.000Z,British #farmers demonstrate outside Parliament in London to protest against competition from imported products that do not meet British standards. #AngryFarmers #FarmersProtest #London #UK,2.0
1158,Just Erika,@JustE98589,2024-04-20T16:04:52.000Z,Spl only for u #FarmersProtest It's Indian Citizens,
1159,Mr Classifer,@mrclassifer,2024-04-10T08:06:01.000Z,Farmer Protest | farmers protest india 2024 | farmer protest | Live on YouTube:- http://youtu.be/9p6X9H5LeIM #farmerprotest #farmerprotests #farmersprotest #farmersprotestlive #farmersprotestnews #farmersprotestindia2024 #mrclassifer #classifer,
1160,Siraj Noorani,@sirajnoorani,2024-04-19T06:44:23.000Z,Too much philanthrophy? like #TooMuchDemocracy ? mebbe...?? #justSaying #farmersProtest #KisanAndolan,
1161,Rabroop Kaur,@KaurRabroop,2024-03-26T18:46:59.000Z,Due to Causeless #farmers protest Do you think The govt should do farming itself and supply the grains itself only ? #FarmersProtest #FarmersProtest2024,1.0
1162,Live Law,@LiveLawIndia,2024-04-01T12:40:02.000Z,SC refuses to stay HC order directing judicial inquiry into farmer's death during protest #FarmersProtest #SupremeCourt #ShubhkaranSingh #Punjab #Haryana #Shambhu,
1163,Terry Tyler,@TerryTyler4,2024-04-11T16:25:14.000Z,#FrenchFarmers protest in #Clairac #NouvelleAquitaine #France #AgriculteursFrançais #Francais #AgriculteursEnColère #Agriculteurs #FrançaisAgriculteurs #FarmersProtest #Agriculteur,2.0
1164,EU NEWS,@wtx_EU_news,2024-03-27T12:37:11.000Z,$BUBBLE @imaginary_ones $EVERY $BLOCK $PARAM $FARMING #FarmersProtest #Farm all,1.0
1165,Kunal Mahajan,@ME_kunalmahajan,2024-03-29T22:03:23.000Z,#ElvishaYadav #MukhtarAnsari #ArvindKejriwal #VeerSavarkar #SonamWangchuk #FarmersProtest Topic we care about vs topics we should care about,
1166,Warren Janssen,@warmiljan,2024-04-01T06:30:59.000Z,Supreme Court hearing plea by Haryana government against HC order for judicial probe into death of 22-year-old youth during ongoing farmers agitation. #SupremeCourtOfIndia #SupremeCourt #FarmersProtest,43.0
1167,dontstageit,@dontstageit,2024-04-09T02:35:28.000Z,"Farmer Kaka Singh, from Tohana, HR attained martyrdom at Khanauri border after his health deteriorated, due to tear gas shelling earlier. Human cost of #FarmersProtest increased to 11. Modi Govt crony policies and torture taking farmers lives everyday. #FarmersProtest2024",18.0
1168,Target Reporter,@Target_Reporter,2024-03-29T07:46:00.000Z,Arrested #FarmersProtest,
1169,Vote For Ekam Sanatan Bharat,@TIgerNS3,2024-03-26T18:46:59.000Z,Due to Causeless #farmers protest Do you think The govt should do farming itself and supply the grains itself only ? #FarmersProtest #FarmersProtest2024,1.0
